date,city_code ,temp_mean,temp_max,temp_min,hdd,dew_point,humidity_avg,humidity_max,humidity_min, precipitation, sea_level_pressure,wind_speed_avg,wind_speed_max, visibility, events
5/23/87,KFTY,75,84,66,N/A,63,70,90,44,0,30.18,N/A,13,6,Fog
5/24/87,KFTY,74,84,63,N/A,63,72,93,46,0,30.13,N/A,12,8,Fog
5/25/87,KFTY,75,87,63,N/A,62,65,100,36,0,30.12,N/A,15,9,
5/26/87,KFTY,75,89,61,N/A,61,63,90,38,0,30.16,N/A,12,8,
5/27/87,KFTY,75,87,63,N/A,61,63,93,40,0,30.2,N/A,9,7,Fog
5/28/87,KFTY,78,87,68,N/A,64,68,87,43,0,30.2,N/A,12,7,
5/29/87,KFTY,75,84,66,N/A,64,72,90,48,0,30.17,N/A,12,6,Fog Thunderstorm
5/30/87,KFTY,76,86,66,N/A,64,69,90,46,0,30.12,N/A,9,5,Fog
5/31/87,KFTY,78,89,66,N/A,65,70,90,42,0,30.09,N/A,20,5,Fog Rain Thunderstorm
6/1/87,KFTY,76,87,66,N/A,66,75,90,48,0.43,30.09,N/A,8,6,Fog Rain Thunderstorm
6/2/87,KFTY,78,89,66,N/A,66,70,93,46,0,30.07,N/A,9,5,Fog
6/3/87,KFTY,80,91,69,N/A,67,70,90,45,0.1,30.09,N/A,17,5,Rain Thunderstorm
6/4/87,KFTY,74,81,66,N/A,64,74,87,54,0.13,30.09,N/A,13,6,Fog
6/5/87,KFTY,74,84,64,N/A,58,58,84,36,0,30.13,N/A,16,7,
6/6/87,KFTY,72,86,57,N/A,55,56,87,33,0,30.18,N/A,10,8,
6/7/87,KFTY,72,87,57,N/A,56,60,90,30,0,30.24,N/A,10,8,
6/8/87,KFTY,72,87,57,N/A,58,64,90,36,0,30.24,N/A,12,7,Fog
6/9/87,KFTY,74,87,62,N/A,59,62,90,35,0,30.18,N/A,9,5,Fog
6/10/87,KFTY,76,90,61,N/A,59,57,90,31,0,30.11,N/A,12,6,
6/11/87,KFTY,76,87,66,N/A,65,70,84,55,0,30.13,N/A,13,4,Fog Thunderstorm
6/12/87,KFTY,78,91,64,N/A,63,64,90,38,0,30.12,N/A,12,5,Fog
6/13/87,KFTY,72,75,68,N/A,68,87,91,73,3.05,30,N/A,9,5,Fog Rain
6/14/87,KFTY,77,84,70,N/A,68,81,93,56,0.08,29.94,N/A,9,5,Fog Rain Thunderstorm
6/15/87,KFTY,73,78,68,N/A,68,84,93,74,0,29.97,N/A,10,6,Fog Rain Thunderstorm
6/16/87,KFTY,74,79,68,N/A,68,84,91,66,0.37,29.96,N/A,9,6,Fog Rain Thunderstorm
6/17/87,KFTY,76,84,69,N/A,67,75,90,53,0,30,N/A,8,5,Fog
6/18/87,KFTY,78,87,70,N/A,66,74,87,51,0,30.09,N/A,20,6,Fog
6/19/87,KFTY,76,82,71,N/A,68,79,90,60,0.4,30.07,N/A,9,7,Fog Rain
6/20/87,KFTY,76,84,69,N/A,68,84,93,59,0.7,30,N/A,13,6,Fog Rain Thunderstorm
6/21/87,KFTY,77,86,68,N/A,68,81,93,55,0.04,29.97,N/A,12,5,Fog Rain
6/22/87,KFTY,77,84,70,N/A,68,79,90,61,0,29.96,N/A,12,8,Fog
6/23/87,KFTY,78,84,71,N/A,69,82,90,63,0.85,29.93,N/A,23,5,Fog Rain Thunderstorm
6/24/87,KFTY,80,91,69,N/A,69,71,91,44,0,29.93,N/A,20,6,Fog Rain Thunderstorm
6/25/87,KFTY,78,86,69,N/A,68,79,93,57,1.5,29.88,N/A,12,5,Fog Rain Thunderstorm
6/26/87,KFTY,76,84,69,N/A,69,80,93,62,0,29.86,N/A,7,4,Fog Rain
6/27/87,KFTY,74,82,64,N/A,56,56,79,28,0,29.93,N/A,17,12,
6/28/87,KFTY,70,84,57,N/A,54,56,83,31,0,30.05,N/A,9,12,
6/29/87,KFTY,73,87,59,N/A,59,58,90,37,0,30.13,N/A,9,9,
6/30/87,KFTY,76,88,63,N/A,64,64,90,46,0,30.14,N/A,8,6,Fog
7/1/87,KFTY,79,88,70,N/A,68,82,91,53,0.36,30.07,N/A,22,4,Fog Rain Thunderstorm
7/2/87,KFTY,78,87,69,N/A,69,76,91,55,0.12,30.03,N/A,10,6,Fog
7/3/87,KFTY,76,82,71,N/A,69,80,91,67,0.08,30.04,N/A,9,6,Fog Rain Thunderstorm
7/4/87,KFTY,78,86,68,N/A,68,80,90,57,0.22,30.03,N/A,17,6,Fog Rain Thunderstorm
7/5/87,KFTY,78,90,66,N/A,68,78,90,52,0.5,30.1,N/A,12,6,Fog Rain Thunderstorm
7/6/87,KFTY,79,89,69,N/A,68,76,93,55,0.55,30.14,N/A,23,6,Fog Rain Thunderstorm
7/7/87,KFTY,77,88,66,N/A,67,72,93,49,0.06,30.14,N/A,7,6,Fog Rain
7/8/87,KFTY,81,91,71,N/A,70,71,97,45,0,30.13,N/A,6,7,Fog
7/9/87,KFTY,82,91,72,N/A,71,74,93,47,0,30.14,N/A,6,7,Fog
7/10/87,KFTY,82,91,73,N/A,69,67,90,48,0,30.11,N/A,9,6,
7/11/87,KFTY,82,91,73,N/A,70,68,85,47,0,30.06,N/A,8,7,
7/12/87,KFTY,82,93,70,N/A,66,62,87,35,0,30.02,N/A,8,8,
7/13/87,KFTY,84,93,75,N/A,70,65,87,44,0,29.97,N/A,9,8,Rain Thunderstorm
7/14/87,KFTY,80,87,72,N/A,67,65,84,49,0,29.94,N/A,9,7,
7/15/87,KFTY,74,84,64,N/A,60,60,84,38,0,29.98,N/A,14,9,
7/16/87,KFTY,75,88,62,N/A,60,61,84,36,0,30.09,N/A,12,8,
7/17/87,KFTY,77,90,64,N/A,63,65,90,35,0,30.19,N/A,9,6,
7/18/87,KFTY,77,90,64,N/A,64,66,90,37,0,30.22,N/A,9,5,Fog
7/19/87,KFTY,78,90,66,N/A,64,65,93,40,0,30.2,N/A,9,5,Fog
7/20/87,KFTY,76,89,64,N/A,65,69,97,39,0,30.22,N/A,13,6,Fog
7/21/87,KFTY,80,93,66,N/A,66,70,96,32,0,30.23,N/A,12,7,Fog
7/22/87,KFTY,81,93,69,N/A,67,67,93,38,0,30.17,N/A,9,7,Fog
7/23/87,KFTY,84,96,73,N/A,69,64,87,37,0,30.1,N/A,7,7,
7/24/87,KFTY,84,98,70,N/A,69,66,87,36,0.4,30.12,N/A,46,5,Fog Rain Thunderstorm
7/25/87,KFTY,82,93,72,N/A,69,71,87,42,0,30.14,N/A,21,5,Fog Rain Thunderstorm
7/26/87,KFTY,78,91,66,N/A,70,78,100,44,0,30.07,N/A,7,4,Fog Rain Thunderstorm
7/27/87,KFTY,83,96,70,N/A,70,69,97,36,0,29.99,N/A,10,6,Fog Thunderstorm
7/28/87,KFTY,84,95,72,N/A,67,61,91,31,0,29.94,N/A,15,8,
7/29/87,KFTY,82,93,71,N/A,67,62,81,38,0,29.93,N/A,8,7,
7/30/87,KFTY,80,89,71,N/A,71,74,93,55,0,30,N/A,9,5,Fog
7/31/87,KFTY,82,93,72,N/A,71,72,93,41,0,30.02,N/A,17,5,Fog Rain Thunderstorm
8/1/87,KFTY,82,95,69,N/A,71,73,100,43,0.55,29.94,N/A,9,4,Fog
8/2/87,KFTY,83,93,73,N/A,72,73,94,46,0,29.9,N/A,14,4,Fog Rain Thunderstorm
8/3/87,KFTY,82,93,72,N/A,72,84,100,21,0.29,29.93,N/A,17,4,Fog Rain Thunderstorm
8/4/87,KFTY,81,91,71,N/A,73,87,100,61,0.6,29.92,N/A,12,3,Fog Rain
8/5/87,KFTY,82,93,71,N/A,73,80,100,52,0,29.9,N/A,12,4,Fog
8/6/87,KFTY,80,89,72,N/A,73,86,97,63,0.27,29.96,N/A,14,4,Fog Rain Thunderstorm
8/7/87,KFTY,81,89,73,N/A,73,82,97,57,0,30.05,N/A,9,4,Fog
8/8/87,KFTY,80,89,72,N/A,73,85,100,55,0.14,30.06,N/A,12,5,Fog Rain Thunderstorm
8/9/87,KFTY,82,93,70,N/A,72,72,100,44,0.16,30,N/A,12,6,Fog
8/10/87,KFTY,84,93,75,N/A,73,75,88,50,0.77,29.95,N/A,14,7,Rain
8/11/87,KFTY,81,91,71,N/A,72,74,93,48,0,29.91,N/A,9,7,Fog
8/12/87,KFTY,78,84,73,N/A,71,78,91,65,0,29.94,N/A,13,5,Fog Rain
8/13/87,KFTY,80,86,73,N/A,68,68,84,51,0,29.99,N/A,15,7,
8/14/87,KFTY,78,86,70,N/A,65,66,90,49,0,30.05,N/A,16,10,Fog
8/15/87,KFTY,72,82,63,N/A,65,74,93,58,0,30.07,N/A,12,8,
8/16/87,KFTY,77,88,66,N/A,69,78,97,51,0,30.06,N/A,9,7,Fog
8/17/87,KFTY,79,89,69,N/A,70,75,97,48,0,30.05,N/A,8,7,Fog
8/18/87,KFTY,80,90,70,N/A,71,77,97,52,0,30.05,N/A,9,6,Fog Rain Thunderstorm
8/19/87,KFTY,81,91,71,N/A,69,72,96,42,0.1,30.03,N/A,13,7,Fog Rain
8/20/87,KFTY,81,93,69,N/A,63,57,84,32,0,30.11,N/A,12,9,
8/21/87,KFTY,78,93,64,N/A,65,67,97,31,0,30.21,N/A,9,6,Fog
8/22/87,KFTY,78,91,66,N/A,69,71,97,44,0,30.21,N/A,10,6,Fog
8/23/87,KFTY,83,95,71,N/A,69,67,84,41,0,30.13,N/A,14,6,Rain Thunderstorm
8/24/87,KFTY,80,93,68,N/A,64,61,87,34,0,30.16,N/A,12,8,
8/25/87,KFTY,83,91,75,N/A,71,73,87,50,0,30.2,N/A,9,4,Fog
8/26/87,KFTY,80,91,70,N/A,71,74,93,50,0,30.2,N/A,12,4,Fog
8/27/87,KFTY,82,91,73,N/A,70,71,90,45,0,30.17,N/A,12,4,Fog
8/28/87,KFTY,82,91,73,N/A,69,65,90,41,0,30.13,N/A,14,7,Fog
8/29/87,KFTY,80,87,72,N/A,67,68,91,49,0,30.12,N/A,12,7,
8/30/87,KFTY,76,90,62,N/A,64,68,93,38,0,30.12,N/A,9,6,Fog
8/31/87,KFTY,77,82,72,N/A,68,77,91,60,0,30.1,N/A,13,5,Fog Rain
9/1/87,KFTY,75,86,64,N/A,64,71,93,44,0,30.07,N/A,12,6,Fog
9/2/87,KFTY,73,87,59,0,58,68,96,26,0.59,30.05,N/A,9,8,Fog
9/3/87,KFTY,72,89,55,0,58,65,96,33,0,30.05,N/A,12,7,Fog
9/4/87,KFTY,76,87,66,0,62,67,93,36,0,30.1,N/A,18,6,Fog
9/5/87,KFTY,67,71,63,0,60,81,96,31,0.07,30.06,N/A,21,6,Fog Rain
9/6/87,KFTY,73,80,66,0,68,90,100,76,0,30.01,N/A,12,5,Fog Rain
9/7/87,KFTY,78,87,70,0,69,77,97,53,0,29.94,N/A,7,7,Fog Thunderstorm
9/8/87,KFTY,76,87,64,0,66,79,97,49,0,29.92,N/A,10,7,Fog Rain Thunderstorm
9/9/87,KFTY,76,88,64,0,65,69,100,46,0.47,29.96,N/A,10,6,Fog
9/10/87,KFTY,76,89,64,0,66,72,97,43,0,30,N/A,13,5,Fog
9/11/87,KFTY,77,88,66,0,67,74,97,46,0,30.04,N/A,12,5,Fog
9/12/87,KFTY,74,80,69,0,69,84,100,64,0.18,30,N/A,12,6,Fog Rain
9/13/87,KFTY,72,81,64,0,65,85,100,17,0,30.01,N/A,14,5,Fog Rain Thunderstorm
9/14/87,KFTY,74,87,61,0,64,77,100,46,0.18,30.07,N/A,10,7,Fog
9/15/87,KFTY,75,86,64,0,65,72,100,46,0,30.07,N/A,9,6,Fog
9/16/87,KFTY,76,86,66,0,67,77,100,48,0,30.03,N/A,12,7,Fog
9/17/87,KFTY,74,82,66,0,68,81,97,65,0,29.98,N/A,12,6,Fog
9/18/87,KFTY,78,87,69,0,67,75,96,44,0,29.91,N/A,15,7,Fog
9/19/87,KFTY,74,80,68,0,68,87,96,69,0.45,29.9,N/A,12,6,Fog Rain
9/20/87,KFTY,70,79,60,0,57,71,97,36,0,29.95,N/A,14,7,Fog
9/21/87,KFTY,68,81,54,0,53,65,97,28,0,30.05,N/A,16,11,Fog
9/22/87,KFTY,68,79,57,0,50,56,83,31,0,30.09,N/A,14,11,
9/23/87,KFTY,64,75,53,1,50,64,86,37,0,30.08,N/A,14,10,
9/24/87,KFTY,62,77,48,2,52,68,97,39,0,30.02,N/A,9,9,Fog
9/25/87,KFTY,67,80,54,0,55,68,90,40,0,30.03,N/A,8,8,Fog
9/26/87,KFTY,67,82,52,0,55,72,100,33,0,30.12,N/A,8,7,Fog
9/27/87,KFTY,68,82,55,0,58,73,97,39,0,30.2,N/A,15,6,Fog
9/28/87,KFTY,70,82,59,0,61,79,96,49,0,30.23,N/A,14,6,Fog
9/29/87,KFTY,72,80,64,0,64,79,100,56,0,30.05,N/A,14,6,Fog Rain Thunderstorm
9/30/87,KFTY,66,73,59,0,54,71,100,30,1.15,29.87,N/A,16,7,Fog Rain
10/1/87,KFTY,64,75,51,1,49,67,97,26,0,29.98,N/A,14,10,
10/2/87,KFTY,62,81,42,4,43,58,97,19,0,30.03,N/A,14,9,
10/3/87,KFTY,54,64,44,11,36,52,68,37,0,30.16,N/A,15,11,
10/4/87,KFTY,52,68,37,12,37,62,93,28,0,30.21,N/A,12,11,
10/5/87,KFTY,55,73,37,10,42,65,97,30,0,30.06,N/A,10,8,
10/6/87,KFTY,60,73,48,4,46,64,93,35,0,29.88,N/A,17,8,Fog
10/7/87,KFTY,54,66,43,10,37,52,82,27,0,29.96,N/A,17,13,
10/8/87,KFTY,50,64,37,14,34,56,82,30,0,30.2,N/A,12,12,
10/9/87,KFTY,52,69,36,12,39,70,97,32,0,30.36,N/A,10,11,
10/10/87,KFTY,59,77,41,6,46,70,100,31,0,30.35,N/A,8,8,
10/11/87,KFTY,62,80,43,4,50,71,100,34,0,30.17,N/A,14,9,
10/12/87,KFTY,57,64,50,8,48,76,92,60,0,29.99,N/A,13,8,
10/13/87,KFTY,55,64,46,10,43,70,90,39,0,30.09,N/A,16,9,Fog
10/14/87,KFTY,50,64,37,14,37,67,93,34,0.37,30.25,N/A,14,9,
10/15/87,KFTY,52,70,34,13,39,71,100,26,0,30.25,N/A,8,8,Fog
10/16/87,KFTY,54,75,34,10,37,65,97,22,0,30.21,N/A,13,7,Fog
10/17/87,KFTY,56,78,35,8,38,63,96,20,0,30.14,N/A,9,8,Fog
10/18/87,KFTY,62,78,46,3,45,62,93,25,0,30.09,N/A,8,8,Fog
10/19/87,KFTY,62,80,43,4,48,67,97,35,0,30.05,N/A,12,7,Fog
10/20/87,KFTY,69,77,60,0,56,72,87,47,0,30.07,N/A,13,7,
10/21/87,KFTY,52,60,42,13,36,58,86,27,0,30.21,N/A,14,11,
10/22/87,KFTY,44,60,28,21,25,54,92,22,0,30.34,N/A,12,11,
10/23/87,KFTY,48,66,30,17,30,59,96,20,0,30.37,N/A,8,9,Fog
10/24/87,KFTY,54,73,35,11,42,70,93,38,0,30.37,N/A,10,8,Fog
10/25/87,KFTY,64,78,51,0,46,62,89,28,0,30.24,N/A,13,9,
10/26/87,KFTY,60,73,46,6,45,63,90,37,0.27,30.06,N/A,14,8,Rain
10/27/87,KFTY,54,59,48,12,49,85,100,61,0.1,29.96,N/A,14,5,Fog Rain
10/28/87,KFTY,50,60,39,16,31,50,71,29,0,30.12,N/A,14,14,
10/29/87,KFTY,48,66,30,17,32,59,96,24,0,30.22,N/A,8,9,
10/30/87,KFTY,57,75,39,8,40,60,93,26,0,30.29,N/A,12,8,
10/31/87,KFTY,60,80,39,6,46,66,97,35,0,30.37,N/A,10,8,
11/1/87,KFTY,61,78,44,4,49,69,100,37,0,30.37,N/A,14,8,Fog
11/2/87,KFTY,62,77,48,2,47,66,93,30,0,30.29,N/A,14,8,Fog
11/3/87,KFTY,62,77,48,2,52,71,90,48,0,30.18,N/A,14,9,Fog
11/4/87,KFTY,66,78,53,0,55,75,96,43,0,29.98,N/A,12,6,Fog
11/5/87,KFTY,62,72,52,2,41,51,87,25,0,29.99,N/A,17,8,
11/6/87,KFTY,54,68,41,10,24,33,43,16,0,30.26,N/A,13,8,
11/7/87,KFTY,52,70,34,13,30,57,100,18,0,30.32,N/A,8,7,Fog
11/8/87,KFTY,54,70,39,10,44,67,86,49,0,30.27,N/A,14,9,
11/9/87,KFTY,60,73,48,4,53,78,97,57,0.02,30.14,N/A,12,8,
11/10/87,KFTY,55,71,39,10,51,83,97,68,0.42,29.91,N/A,20,6,Fog Rain Thunderstorm
11/11/87,KFTY,40,46,35,24,25,60,76,40,0,30.14,N/A,17,10,
11/12/87,KFTY,46,62,31,18,23,49,72,21,0,30.21,N/A,10,9,
11/13/87,KFTY,48,66,29,18,28,55,92,24,0,30.14,N/A,14,10,
11/14/87,KFTY,50,68,33,14,31,59,92,21,0,30.17,N/A,7,8,
11/15/87,KFTY,52,71,34,12,33,52,92,22,0,30.29,N/A,13,9,
11/16/87,KFTY,62,70,55,2,56,78,97,53,0.07,30.23,N/A,14,6,Fog Rain
11/17/87,KFTY,60,66,51,4,59,92,100,79,1.1,30.04,N/A,17,6,Fog Rain Thunderstorm
11/18/87,KFTY,54,62,45,12,40,65,97,36,0,30.24,N/A,13,11,
11/19/87,KFTY,44,50,37,22,38,79,97,54,0.03,30.22,N/A,7,8,Rain
11/20/87,KFTY,44,51,37,21,29,61,89,34,0,30.11,N/A,22,11,
11/21/87,KFTY,37,46,28,28,15,44,72,23,0,30.25,N/A,14,10,
11/22/87,KFTY,40,57,23,25,22,57,96,20,0,30.28,N/A,10,9,
11/23/87,KFTY,48,66,30,17,38,73,89,50,0,30.32,N/A,16,8,
11/24/87,KFTY,54,69,39,11,46,79,100,53,0,30.35,N/A,14,7,Fog
11/25/87,KFTY,62,69,54,4,55,82,97,65,0,30.23,N/A,12,8,
11/26/87,KFTY,58,60,55,8,58,97,100,86,0.25,30.14,N/A,9,6,Fog Rain
11/27/87,KFTY,62,66,59,2,60,96,100,87,0,30.07,N/A,14,5,Fog Rain
11/28/87,KFTY,52,55,48,14,49,96,100,89,0,29.98,N/A,15,5,Fog Rain
11/29/87,KFTY,50,57,42,15,44,84,100,57,0,29.87,N/A,13,8,Fog
11/30/87,KFTY,42,46,39,22,36,78,89,65,0,29.78,N/A,15,7,
12/1/87,KFTY,42,46,37,22,35,76,82,71,0,29.82,N/A,17,7,
12/2/87,KFTY,40,51,30,24,29,69,88,45,0,30.07,N/A,16,10,
12/3/87,KFTY,44,61,26,22,36,78,100,49,0,29.97,N/A,18,8,
12/4/87,KFTY,46,57,33,20,33,68,79,58,0.41,29.94,N/A,20,10,
12/5/87,KFTY,40,51,28,26,27,69,89,40,0,30.13,N/A,13,11,
12/6/87,KFTY,40,53,27,25,31,74,100,47,0,30.23,N/A,9,8,
12/7/87,KFTY,46,55,37,19,34,62,83,45,0,30.27,N/A,15,9,
12/8/87,KFTY,54,61,46,12,45,75,89,62,0,30.21,N/A,14,10,
12/9/87,KFTY,60,66,53,6,55,89,96,81,0.15,30.08,N/A,12,7,Fog
12/10/87,KFTY,58,66,48,7,51,83,100,54,0.17,29.9,N/A,17,3,Fog Rain
12/11/87,KFTY,52,66,39,12,38,63,100,32,0,29.78,N/A,13,9,
12/12/87,KFTY,54,62,46,11,36,58,97,29,0,29.8,N/A,15,9,
12/13/87,KFTY,52,62,41,14,30,48,68,25,0.41,30.06,N/A,9,11,
12/14/87,KFTY,50,55,46,14,42,71,100,47,0.29,30.07,N/A,13,7,Fog Rain
12/15/87,KFTY,46,55,37,19,39,71,100,46,0,29.85,N/A,22,8,Fog Rain
12/16/87,KFTY,34,39,29,31,23,68,79,49,0,30.12,N/A,16,11,
12/17/87,KFTY,36,45,26,30,23,64,81,46,0,30.27,N/A,14,12,
12/18/87,KFTY,38,50,26,27,26,66,88,41,0,30.3,N/A,10,8,
12/19/87,KFTY,47,59,35,18,39,73,92,60,0.35,30.21,N/A,14,8,
12/20/87,KFTY,57,61,53,8,55,92,100,80,0.08,30.08,N/A,14,5,Fog Rain
12/21/87,KFTY,50,54,46,15,50,98,100,92,0.62,30.11,N/A,8,5,Fog Rain
12/22/87,KFTY,50,57,42,16,46,88,100,64,0.47,30.06,N/A,14,6,Fog
12/23/87,KFTY,47,61,33,18,38,76,100,39,0,30.22,N/A,14,7,Fog
12/24/87,KFTY,44,48,41,20,44,94,100,86,0.17,30.23,N/A,13,5,Fog Rain
12/25/87,KFTY,60,71,48,6,56,94,100,60,0,30.12,N/A,9,3,Fog
12/26/87,KFTY,65,70,59,0,63,95,100,87,0.06,30.1,N/A,15,6,Fog Rain
12/27/87,KFTY,54,61,48,10,56,99,100,93,0.32,30.13,N/A,12,3,Fog Rain
12/28/87,KFTY,49,55,42,16,45,89,100,66,0.36,30,N/A,15,4,Fog Rain
12/29/87,KFTY,41,48,34,24,28,63,73,48,0,30.23,N/A,23,10,
12/30/87,KFTY,38,51,26,26,26,67,89,36,0,30.46,N/A,12,10,
12/31/87,KFTY,44,57,30,22,37,76,93,54,0,30.39,N/A,13,8,
1/1/88,KFTY,46,54,39,18,48,96,100,77,0.47,30.28,N/A,15,5,Fog Rain
1/2/88,KFTY,43,50,36,22,37,84,100,63,0,30.37,N/A,13,7,Fog Rain
1/3/88,KFTY,38,41,34,28,36,96,100,79,0.32,30.23,N/A,16,4,Fog Rain
1/4/88,KFTY,40,44,34,26,34,82,100,63,0,30.24,N/A,14,9,Fog
1/5/88,KFTY,31,36,25,34,13,50,72,34,0,30.45,N/A,18,12,
1/6/88,KFTY,26,30,22,39,14,60,75,53,0,30.44,N/A,10,8,
1/7/88,KFTY,26,32,21,38,20,80,100,51,0.86,30.3,N/A,20,6,Fog Snow
1/8/88,KFTY,26,32,21,38,25,93,100,85,0,30.14,N/A,14,5,Fog
1/9/88,KFTY,30,35,24,36,25,85,96,70,0,30.2,N/A,14,5,Fog
1/10/88,KFTY,32,41,22,34,25,87,100,58,0,30.31,N/A,8,5,Fog
1/11/88,KFTY,32,44,19,34,25,83,100,50,0,30.36,N/A,9,5,Fog
1/12/88,KFTY,34,48,21,30,24,69,100,43,0,30.3,N/A,10,6,Fog
1/13/88,KFTY,36,45,26,29,29,69,100,40,0.08,30.26,N/A,20,7,Fog Rain
1/14/88,KFTY,28,37,19,37,17,65,88,39,0,30.45,N/A,12,8,
1/15/88,KFTY,34,44,23,32,18,59,78,35,0,30.36,N/A,10,10,
1/16/88,KFTY,36,51,22,28,22,62,96,33,0,30.35,N/A,14,9,Fog
1/17/88,KFTY,39,43,35,26,35,87,100,48,1.14,30.16,N/A,13,4,Fog Rain Thunderstorm
1/18/88,KFTY,45,51,39,20,45,100,100,100,0.05,30.05,N/A,7,1,Fog
1/19/88,KFTY,58,64,51,8,57,94,100,84,1.45,29.92,N/A,48,5,Fog Rain Thunderstorm
1/20/88,KFTY,58,64,48,7,52,85,100,50,0.35,29.84,N/A,13,6,Fog Rain Thunderstorm
1/21/88,KFTY,44,50,39,20,34,70,79,56,0,29.92,N/A,14,8,
1/22/88,KFTY,34,39,28,31,27,73,100,58,0.02,30.09,N/A,16,9,
1/23/88,KFTY,37,50,24,28,24,67,92,37,0,30.06,N/A,16,11,
1/24/88,KFTY,38,51,26,26,30,71,92,50,0,30.04,N/A,17,10,Rain
1/25/88,KFTY,40,46,35,24,34,80,100,43,0.02,29.93,N/A,17,7,Fog Rain
1/26/88,KFTY,28,36,21,36,14,56,68,37,0,30.19,N/A,16,11,
1/27/88,KFTY,29,39,19,36,15,62,85,35,0,30.47,N/A,12,11,
1/28/88,KFTY,37,54,20,28,23,66,96,36,0,30.58,N/A,10,11,
1/29/88,KFTY,43,61,25,22,27,62,92,24,0,30.56,N/A,12,8,Fog
1/30/88,KFTY,45,61,29,20,38,73,96,55,0,30.46,N/A,16,8,Fog
1/31/88,KFTY,58,66,50,7,50,74,89,52,0,30.34,N/A,15,9,
2/1/88,KFTY,62,72,53,2,56,81,100,57,0,30.28,N/A,13,8,Fog Rain
2/2/88,KFTY,60,64,57,4,59,92,100,30,0.22,30.17,N/A,14,5,Fog Rain
2/3/88,KFTY,63,66,60,2,61,98,100,90,0.79,30.15,N/A,12,4,Fog Rain Thunderstorm
2/4/88,KFTY,48,62,33,17,48,88,100,73,1.54,30.08,N/A,18,6,Fog Rain Thunderstorm
2/5/88,KFTY,34,37,31,31,23,64,82,48,0,30.34,N/A,20,8,
2/6/88,KFTY,22,29,15,43,6,49,62,36,0,30.48,N/A,17,12,
2/7/88,KFTY,26,41,11,39,13,57,96,32,0,30.48,N/A,10,11,
2/8/88,KFTY,39,52,26,26,22,57,92,27,0,30.32,N/A,7,10,Fog
2/9/88,KFTY,40,55,24,26,29,69,100,40,0,30.23,N/A,14,9,Fog
2/10/88,KFTY,44,59,29,21,32,72,100,37,0,30.21,N/A,7,10,Fog
2/11/88,KFTY,44,57,31,21,36,75,100,47,0,30.11,N/A,14,9,Rain
2/12/88,KFTY,34,46,21,32,20,71,96,40,0,30.05,N/A,21,7,Fog Rain Snow
2/13/88,KFTY,32,43,22,32,21,67,85,48,0,30.13,N/A,15,10,
2/14/88,KFTY,43,62,24,22,28,63,96,32,0,30.11,N/A,15,9,
2/15/88,KFTY,43,53,33,22,40,86,100,47,0.04,29.75,N/A,17,6,Fog Rain
2/16/88,KFTY,40,51,29,25,29,74,92,46,0,30.05,N/A,17,10,
2/17/88,KFTY,40,55,25,25,32,78,100,44,0,30.18,N/A,9,7,Fog
2/18/88,KFTY,45,59,31,20,36,80,100,46,0.15,30.05,N/A,14,6,Fog Rain
2/19/88,KFTY,45,48,42,20,45,99,100,93,0,29.78,N/A,13,2,Fog Rain
2/20/88,KFTY,46,48,43,20,39,78,100,59,0,29.78,N/A,14,6,Fog
2/21/88,KFTY,40,48,31,26,23,52,76,28,0,30.06,N/A,15,12,
2/22/88,KFTY,44,64,24,21,33,66,96,43,0,30.15,N/A,17,10,
2/23/88,KFTY,54,64,44,10,46,82,100,56,0,30.06,N/A,16,9,Rain
2/24/88,KFTY,40,48,33,24,26,61,93,32,0,30.21,N/A,15,14,
2/25/88,KFTY,38,51,25,27,21,53,85,27,0,30.22,N/A,20,12,
2/26/88,KFTY,42,57,27,23,20,46,72,22,0,30.22,N/A,12,12,
2/27/88,KFTY,52,69,35,13,37,56,80,36,0,29.96,N/A,20,9,Thunderstorm
2/28/88,KFTY,50,66,35,14,26,45,73,20,0,30.03,N/A,9,13,
2/29/88,KFTY,48,66,29,18,32,53,89,32,0,30.05,N/A,14,9,
3/1/88,KFTY,48,64,32,17,26,44,76,24,0,30.17,N/A,10,12,
3/2/88,KFTY,50,70,30,15,34,54,89,28,0,30.14,N/A,9,8,
3/3/88,KFTY,60,66,55,4,50,69,93,53,0,30.01,N/A,14,6,Fog
3/4/88,KFTY,56,64,48,9,52,82,100,54,0,29.93,N/A,17,8,Fog Rain
3/5/88,KFTY,47,55,39,18,40,75,86,59,0,30.16,N/A,12,6,Fog
3/6/88,KFTY,54,64,44,11,37,58,77,34,0,30.13,N/A,12,7,
3/7/88,KFTY,54,71,36,12,42,70,100,41,0,30.16,N/A,12,6,Fog
3/8/88,KFTY,56,68,43,10,46,70,97,47,0,30.17,N/A,13,6,Fog
3/9/88,KFTY,59,66,52,6,56,93,100,72,0.86,29.83,N/A,9,5,Fog Rain Thunderstorm
3/10/88,KFTY,49,57,39,16,42,90,100,79,0.06,29.7,N/A,17,8,Fog Rain
3/11/88,KFTY,47,64,30,18,39,74,100,48,0,30.06,N/A,14,6,Fog
3/12/88,KFTY,54,63,44,12,49,85,100,72,0.04,29.97,N/A,14,6,Fog
3/13/88,KFTY,48,60,37,16,43,71,100,44,0.12,29.84,N/A,14,9,Fog Rain
3/14/88,KFTY,40,46,32,26,26,63,79,37,0,29.86,N/A,23,12,
